Step,Value 1,Value2,Value3,Value4,Value5,Value6
332,,0.953125,0.915937483,0.870000005,0.682500005,0.205937505
333,,0.9453125,0.91968751,0.855937481,0.700625002,0.230312496
334,,0.956250012,0.915312529,0.858749986,0.694687486,0.225937501
335,,0.952187479,0.921875,0.862500012,0.688125014,0.241874993
336,,0.956875026,0.908124983,0.856875002,0.684062481,0.225624993
337,,0.956250012,0.91624999,0.860937476,0.697812498,0.212812498
338,,0.952187479,0.915937483,0.863749981,0.704999983,0.214375004
339,,0.95531249,0.921875,0.860000014,0.704375029,0.203125
340,,0.957812488,0.917187512,0.859687507,0.683125019,0.2109375
341,,0.952187479,0.91968751,0.8671875,0.703437507,0.216250002
342,,0.95093751,0.910312474,0.863437474,0.704687476,0.220937505
343,,0.95093751,0.921875,0.849687517,0.712187529,0.212500006
344,,0.948750019,0.918749988,0.864687502,0.692187488,0.220937505
345,,0.954687476,0.90843749,0.865937471,0.719062507,0.225624993
346,,0.953437507,0.919062495,0.86937499,0.716250002,0.220624998
347,,0.950312495,0.9140625,0.852812529,0.70875001,0.212187499
348,,0.946874976,0.921562493,0.866249979,0.714999974,0.230312496
349,,0.957187474,0.919375002,0.852500021,0.692499995,0.214062497
350,,0.949999988,0.920000017,0.86500001,0.717812479,0.227187499
351,,0.951562524,0.916875005,0.868749976,0.711250007,0.219687507
352,,0.957187474,0.916875005,0.870000005,0.715937495,0.224374995
353,,0.954687476,0.912812471,0.868125021,0.717187524,0.224687502
354,,0.956562519,0.918437481,0.869687498,0.715312481,0.224062502
355,,0.956562519,0.918437481,0.856562495,0.709687471,0.214375004
356,,0.959687471,0.914375007,0.86500001,0.718437493,0.206874996
357,,0.959375024,0.919375002,0.863437474,0.717499971,0.223749995
358,,0.947812498,0.915937483,0.871249974,0.7265625,0.223124996
359,,0.946250021,0.92406249,0.862812519,0.719687521,0.221249998
360,,0.95875001,0.904999971,0.858124971,0.7109375,0.222187504
361,,0.949687481,0.912812471,0.865312517,0.706562519,0.216250002
362,,0.949062526,0.91624999,0.868125021,0.729687512,0.222499996
363,,0.954999983,0.928749979,0.859687507,0.733437479,0.211562499
364,,0.947812498,0.919375002,0.872500002,0.711250007,0.223437503
365,,0.959687471,0.914687514,0.86937499,0.725624979,0.210312501
366,,0.953125,0.914687514,0.870625019,0.711875021,0.215000004
367,,0.953750014,0.920624971,0.865312517,0.725312471,0.221249998
368,,0.960624993,0.917500019,0.863437474,0.730624974,0.228750005
369,,0.956250012,0.922500014,0.865312517,0.727187514,0.215000004
370,,0.955624998,0.912812471,0.868749976,0.737812519,0.221874997
371,,0.953437507,0.920312524,0.865312517,0.717187524,0.223437503
372,,0.959062517,0.92406249,0.86500001,0.738125026,0.233437493
373,,0.954999983,0.9140625,0.857812524,0.733437479,0.215312496
374,,0.954375029,0.920624971,0.854062498,0.727500021,0.221249998
375,,0.958124995,0.922187507,0.860625029,0.739687502,0.228750005
376,,0.95531249,0.916875005,0.873749971,0.730000019,0.233125001
377,,0.954999983,0.914687514,0.863749981,0.734375,0.21875
378,,0.954375029,0.913437486,0.873749971,0.732500017,0.211250007
379,,0.953437507,0.922812521,0.875,0.741562486,0.221249998
380,,0.953125,0.917187512,0.863125026,0.740625024,0.224687502
381,,0.953437507,0.915000021,0.861249983,0.735000014,0.215000004
382,,0.958124995,0.924374998,0.868437529,0.733749986,0.220624998
383,,0.954999983,0.921875,0.86937499,0.725624979,0.219062507
384,,0.951562524,0.915312529,0.857500017,0.716875017,0.211562499
385,,0.956562519,0.920000017,0.865625024,0.731249988,0.206562504
386,,0.954687476,0.923437476,0.869687498,0.734375,0.223124996
387,,0.955624998,0.924687505,0.856562495,0.744062483,0.223124996
388,,0.957187474,0.923437476,0.878125012,0.725937486,0.227187499
389,,0.957499981,0.91968751,0.870937526,0.731875002,0.232187495
390,,0.957187474,0.922187507,0.873437524,0.730000019,0.2265625
391,,0.954687476,0.919062495,0.879687488,0.746249974,0.208124995
392,,0.954375029,0.922500014,0.865625024,0.746874988,0.210624993
393,,0.958124995,0.923437476,0.869062483,0.731875002,0.214687496
394,,0.957499981,0.917500019,0.870937526,0.73218751,0.233125001
395,,0.957187474,0.925312519,0.869062483,0.735000014,0.224999994
396,,0.962499976,0.923125029,0.867500007,0.739374995,0.224999994
397,,0.953125,0.915312529,0.869687498,0.731562495,0.230000004
398,,0.956875026,0.918124974,0.873437524,0.730937481,0.216875002
399,,0.958437502,0.921562493,0.870312512,0.735312521,0.234375
400,,0.957812488,0.928125024,0.870625019,0.74781251,0.214062497
401,,0.954062521,0.918749988,0.86156249,0.732812524,0.232812494
402,,0.954375029,0.91624999,0.871249974,0.744687498,0.219062507
403,,0.950625002,0.91624999,0.868125021,0.743125021,0.221562505
404,,0.958124995,0.911249995,0.8671875,0.74000001,0.215312496
405,,0.959375024,0.917500019,0.870312512,0.740937471,0.226249993
406,,0.957187474,0.927187502,0.86500001,0.741562486,0.214062497
407,,0.959687471,0.926249981,0.868437529,0.740625024,0.219062507
408,,0.953750014,0.926249981,0.880312502,0.740625024,0.224374995
409,,0.95875001,0.920624971,0.873437524,0.754687488,0.211250007
410,,0.957499981,0.916562498,0.8671875,0.72874999,0.230312496
411,,0.955624998,0.918124974,0.872500002,0.763125002,0.224062502
412,,0.954375029,0.921875,0.866562486,0.741562486,0.209374994
413,,0.957499981,0.919062495,0.874687493,0.735937476,0.211875007
414,,0.951562524,0.924687505,0.860312521,0.752812505,0.231250003
415,,0.956250012,0.925625026,0.858749986,0.739687502,0.222499996
416,,0.959687471,0.925312519,0.875937521,0.75562501,0.224062502
417,,0.956875026,0.918124974,0.871249974,0.745000005,0.222499996
418,,0.958124995,0.924687505,0.875937521,0.739374995,0.226875007
419,,0.961562514,0.931562483,0.878750026,0.740937471,0.219062507
420,,0.953750014,0.929062486,0.875312507,0.747187495,0.227187499
421,,0.961875021,0.927187502,0.858437479,0.740937471,0.216562495
422,,0.962812483,0.923125029,0.875937521,0.725624979,0.216562495
423,,0.961250007,0.921562493,0.864374995,0.727187514,0.230625004
424,,0.955937505,0.915000021,0.870312512,0.750625014,0.236874998
425,,0.959687471,0.910624981,0.872187495,0.74437499,0.214687496
426,,0.960312486,0.923125029,0.875937521,0.74781251,0.233125001
427,,0.951874971,0.924687505,0.867500007,0.739687502,0.227812499
428,,0.956875026,0.922187507,0.875312507,0.751250029,0.230937496
429,,0.965312481,0.915937483,0.874374986,0.759374976,0.221874997
430,,0.961250007,0.918437481,0.875625014,0.734687507,0.211250007
431,,0.955624998,0.932500005,0.870937526,0.750625014,0.217187494
432,,0.956875026,0.917500019,0.877812505,0.748437524,0.223437503
433,,0.95531249,0.921562493,0.886562526,0.735937476,0.231250003
434,,0.958437502,0.92750001,0.881250024,0.748749971,0.216562495
435,,0.960312486,0.922812521,0.864374995,0.742500007,0.241249993
436,,0.956875026,0.926562488,0.884687483,0.749687493,0.223124996
437,,0.954687476,0.921562493,0.860000014,0.745312512,0.222812504
438,,0.954999983,0.926562488,0.860312521,0.749374986,0.234999999
439,,0.962187529,0.922812521,0.866562486,0.745312512,0.209999993
440,,0.960312486,0.927812517,0.86937499,0.743437529,0.214687496
441,,0.954062521,0.926874995,0.883750021,0.75218749,0.240312502
442,,0.961562514,0.931562483,0.875312507,0.743749976,0.223749995
443,,0.961562514,0.920937479,0.87718749,0.755312502,0.224374995
444,,0.959999979,0.935000002,0.875937521,0.74437499,0.234375
445,,0.962812483,0.928749979,0.875,0.75,0.232812494
446,,0.964999974,0.920312524,0.868437529,0.743125021,0.239374995
447,,0.957499981,0.923749983,0.873125017,0.754687488,0.229062498
448,,0.958437502,0.920000017,0.884374976,0.738437474,0.220937505
449,,0.957812488,0.920624971,0.870625019,0.748437524,0.236874998
450,,0.953437507,0.924687505,0.87281251,0.742812514,0.233437493
451,,0.95875001,0.921875,0.878437519,0.763750017,0.219687507
452,,0.959687471,0.930000007,0.88843751,0.745312512,0.216875002
453,,0.95531249,0.91624999,0.873749971,0.741562486,0.215625003
454,,0.962499976,0.924374998,0.875625014,0.763750017,0.237812504
455,,0.960312486,0.920624971,0.870000005,0.746562481,0.223749995
456,,0.957812488,0.926874995,0.872500002,0.741562486,0.207187504
457,,0.961562514,0.927187502,0.867500007,0.748749971,0.230625004
458,,0.956250012,0.927187502,0.880312502,0.747500002,0.2265625
459,,0.964375019,0.922812521,0.86937499,0.750312507,0.234375
460,,0.96312499,0.927812517,0.874374986,0.755937517,0.235312507
461,,0.959999979,0.921249986,0.883437514,0.741874993,0.21875
462,,0.963437498,0.925937474,0.880312502,0.761874974,0.239374995
463,,0.959687471,0.930625021,0.871874988,0.752812505,0.231875002
464,,0.957499981,0.927187502,0.882187486,0.747187495,0.220312506
465,,0.960312486,0.925937474,0.87281251,0.74437499,0.232187495
466,,0.955624998,0.928749979,0.87718749,0.757499993,0.230625004
467,,0.962187529,0.934062481,0.878125012,0.747500002,0.224374995
468,,0.95875001,0.922812521,0.878750026,0.764062524,0.232187495
469,,0.954375029,0.930312514,0.88062501,0.750312507,0.229062498
470,,0.964999974,0.925000012,0.875625014,0.752499998,0.21875
471,,0.960624993,0.920624971,0.870312512,0.756250024,0.235312507
472,,0.962812483,0.925312519,0.866562486,0.751874983,0.217812493
473,,0.963750005,0.917500019,0.879999995,0.7421875,0.224374995
474,,0.957812488,0.924374998,0.879687488,0.749374986,0.227500007
475,,0.957499981,0.926249981,0.87718749,0.746249974,0.225312501
476,,0.955624998,0.931249976,0.884687483,0.747500002,0.241874993
477,,0.963750005,0.921562493,0.86500001,0.756250024,0.233437493
478,,0.962812483,0.929062486,0.88062501,0.750312507,0.225312501
479,,0.961562514,0.925312519,0.884374976,0.743125021,0.237812504
480,,0.95875001,0.9296875,0.873125017,0.750937521,0.230937496
481,,0.961562514,0.925312519,0.875937521,0.749374986,0.238437504
482,,0.961562514,0.925625026,0.87718749,0.764374971,0.235937506
483,,0.958124995,0.92750001,0.876874983,0.764062524,0.231875002
484,,0.958124995,0.925625026,0.887812495,0.749062479,0.237812504
485,,0.962499976,0.92750001,0.887499988,0.756250024,0.230625004
486,,0.963437498,0.920937479,0.872187495,0.744687498,0.241562501
487,,0.96312499,0.93968749,0.873749971,0.75999999,0.2265625
488,,0.961562514,0.925937474,0.87281251,0.75999999,0.237499997
489,,0.962187529,0.921875,0.875937521,0.74781251,0.21875
490,,0.959999979,0.930000007,0.879062474,0.745625019,0.230312496
491,,0.957812488,0.922812521,0.878125012,0.749062479,0.236874998
492,,0.956250012,0.925312519,0.877812505,0.751250029,0.232500002
493,,0.966250002,0.93187499,0.883125007,0.755937517,0.238124996
494,,0.965312481,0.923749983,0.869062483,0.75999999,0.247500002
495,,0.964999974,0.922500014,0.884374976,0.759687483,0.238437504
496,,0.962187529,0.92750001,0.884687483,0.748749971,0.221249998
497,,0.961875021,0.922500014,0.890625,0.75999999,0.245937496
498,,0.962187529,0.929374993,0.8828125,0.754374981,0.239374995
499,,0.963750005,0.930312514,0.877499998,0.758125007,0.236874998
500,,0.963750005,0.930000007,0.876562476,0.748125017,0.221249998
501,,0.95875001,0.926874995,0.878437519,0.756562471,0.234375
502,,0.959062517,0.929374993,0.884687483,0.757499993,0.250625014
503,,0.965937495,0.924687505,0.881250024,0.757499993,0.231562495
504,,0.960624993,0.925937474,0.873749971,0.758437514,0.232500002
505,,0.961875021,0.937812507,0.881250024,0.756250024,0.232500002
506,,0.955937505,0.931249976,0.881874979,0.744687498,0.234687507
507,,0.961875021,0.93187499,0.876250029,0.745312512,0.238437504
508,,0.959999979,0.922187507,0.878125012,0.75999999,0.230625004
509,,0.95531249,0.927812517,0.88062501,0.763750017,0.240624994
510,,0.96656251,0.933125019,0.876250029,0.751874983,0.246875003
511,,0.959375024,0.9296875,0.881250024,0.751250029,0.243750006
512,,0.960312486,0.928749979,0.881562471,0.757187486,0.226249993
513,,0.96656251,0.9296875,0.884062529,0.754062474,0.246562496
514,,0.959062517,0.919062495,0.8828125,0.7578125,0.239062503
515,,0.96656251,0.930937529,0.875312507,0.760625005,0.238124996
516,,0.963750005,0.923437476,0.875937521,0.755312502,0.250312507
517,,0.961562514,0.933749974,0.88499999,0.758125007,0.231562495
518,,0.967812479,0.931249976,0.886874974,0.761562526,0.249062493
519,,0.958437502,0.931249976,0.877812505,0.759687483,0.245312497
520,,0.962187529,0.927812517,0.886562526,0.751250029,0.249375001
521,,0.9609375,0.922812521,0.880312502,0.758125007,0.246562496
522,,0.961250007,0.929374993,0.88843751,0.746249974,0.251562506
523,,0.964999974,0.932812512,0.881874979,0.755937517,0.239687502
524,,0.958437502,0.928749979,0.884062529,0.763125002,0.258437514
525,,0.969062507,0.927812517,0.867500007,0.784062505,0.243437499
526,,0.960624993,0.926874995,0.882499993,0.761250019,0.234062493
527,,0.963437498,0.92750001,0.878125012,0.757499993,0.25218749
528,,0.963437498,0.931562483,0.883437514,0.769062519,0.242500007
529,,0.963437498,0.929062486,0.884687483,0.756562471,0.244062498
530,,0.9609375,0.93187499,0.884687483,0.760312498,0.256562501
531,,0.966250002,0.931249976,0.884687483,0.757499993,0.249687493
532,,0.965624988,0.921249986,0.886562526,0.770937502,0.253437489
533,,0.964062512,0.934062481,0.884062529,0.762812495,0.246562496
534,,0.96875,0.932812512,0.875312507,0.758125007,0.254999995
535,,0.96312499,0.936562479,0.883750021,0.754374981,0.245000005
536,,0.962812483,0.927812517,0.887812495,0.754374981,0.255312502
537,,0.960312486,0.923437476,0.8828125,0.7578125,0.245937496
538,,0.963437498,0.932187498,0.882499993,0.745625019,0.253437489
539,,0.961250007,0.928125024,0.88062501,0.772187471,0.250625014
540,,0.960624993,0.933749974,0.886250019,0.778437495,0.247812495
541,,0.963437498,0.923749983,0.870000005,0.761562526,0.244687498
542,,0.963750005,0.926874995,0.889999986,0.766250014,0.239999995
543,,0.9609375,0.940312505,0.883125007,0.757187486,0.247500002
544,,0.962499976,0.930625021,0.878750026,0.759687483,0.236249998
545,,0.960624993,0.930312514,0.881250024,0.758437514,0.254375011
546,,0.963750005,0.928437471,0.88843751,0.766562521,0.256249994
547,,0.965624988,0.933749974,0.889999986,0.76781249,0.243125007
548,,0.965312481,0.933749974,0.879999995,0.758750021,0.257499993
549,,0.963750005,0.923437476,0.879999995,0.754687488,0.250312507
550,,0.960312486,0.9296875,0.890312493,0.764687479,0.262499988
551,,0.964687526,0.929374993,0.88499999,0.759687483,0.254999995
552,,0.964062512,0.934062481,0.875937521,0.755312502,0.252499998
553,,0.961562514,0.92750001,0.8984375,0.764999986,0.260312498
554,,0.967187524,0.929374993,0.876562476,0.755312502,0.253749996
555,,0.96312499,0.936562479,0.882187486,0.768124998,0.260312498
556,,0.965624988,0.924374998,0.882499993,0.763125002,0.253749996
557,,0.967499971,0.933749974,0.880312502,0.763125002,0.274062514
558,,0.959375024,0.925312519,0.879687488,0.768124998,0.255937487
559,,0.964062512,0.93531251,0.889374971,0.769687474,0.262812495
560,,0.961250007,0.933749974,0.884062529,0.77906251,0.255312502
561,,0.964999974,0.937187493,0.889999986,0.772187471,0.262187511
562,,0.959062517,0.93187499,0.887499988,0.766875029,0.261249989
563,,0.964687526,0.933437526,0.888750017,0.760312498,0.260625005
564,,0.963437498,0.937812507,0.866562486,0.768750012,0.25218749
565,,0.968124986,0.928437471,0.88062501,0.759687483,0.280624986
566,,0.96875,0.941250026,0.890625,0.767499983,0.262187511
567,,0.968124986,0.936874986,0.890625,0.764062524,0.261562496
568,,0.961562514,0.925000012,0.892187476,0.765312493,0.265937507
569,,0.96656251,0.9296875,0.88499999,0.7734375,0.257187486
570,,0.963750005,0.925937474,0.883437514,0.768437505,0.277812511
571,,0.966875017,0.936249971,0.887499988,0.775312483,0.273750007
572,,0.9609375,0.928437471,0.883437514,0.753750026,0.247500002
573,,0.9609375,0.935937524,0.893437505,0.774687529,0.26343751
574,,0.96312499,0.924687505,0.880937517,0.75999999,0.282812506
575,,0.96312499,0.929374993,0.888750017,0.769062519,0.28125
576,,0.963437498,0.928749979,0.88062501,0.769062519,0.266562492
577,,0.968124986,0.92750001,0.891250014,0.774375021,0.262187511
578,,0.965937495,0.926874995,0.884374976,0.77906251,0.265937507
579,,0.962187529,0.92750001,0.888750017,0.7578125,0.276562512
580,,0.96656251,0.928125024,0.883437514,0.775937498,0.272812486
581,,0.961562514,0.9296875,0.887812495,0.758437514,0.270000011
582,,0.971875012,0.9296875,0.88499999,0.767499983,0.291875005
583,,0.969062507,0.926562488,0.895312488,0.766562521,0.265312493
584,,0.964375019,0.934374988,0.893124998,0.75999999,0.276874989
585,,0.961875021,0.928437471,0.88499999,0.768750012,0.264999986
586,,0.967812479,0.927812517,0.88499999,0.769687474,0.265312493
587,,0.9609375,0.941562474,0.871562481,0.764062524,0.280624986
588,,0.960624993,0.933437526,0.890625,0.771875024,0.269374996
589,,0.961250007,0.94312501,0.883437514,0.764374971,0.270312488
590,,0.96656251,0.934687495,0.887187481,0.782187521,0.288125008
591,,0.971875012,0.935000002,0.88499999,0.776562512,0.274062514
592,,0.970000029,0.934062481,0.888750017,0.762499988,0.280312508
593,,0.959687471,0.937187493,0.880937517,0.7890625,0.270000011
594,,0.9609375,0.933437526,0.889687479,0.785312474,0.27906251
595,,0.970312476,0.925312519,0.899375021,0.784375012,0.28687501
596,,0.96656251,0.935000002,0.890312493,0.771562517,0.286562502
597,,0.965937495,0.93968749,0.885625005,0.766875029,0.28343749
598,,0.965312481,0.93531251,0.889687479,0.785000026,0.284687489
599,,0.969062507,0.933125019,0.88843751,0.767187476,0.28125
600,,0.962499976,0.940312505,0.891250014,0.773750007,0.2890625
601,,0.965312481,0.92750001,0.893124998,0.766562521,0.291562498
602,,0.96312499,0.927812517,0.88499999,0.776562512,0.273750007
603,,0.965624988,0.926249981,0.893750012,0.773750007,0.289375007
604,,0.960312486,0.93968749,0.887187481,0.776250005,0.288437486
605,,0.964375019,0.934374988,0.881250024,0.770937502,0.285312504
606,,0.96875,0.930312514,0.886250019,0.781562507,0.2734375
607,,0.971875012,0.933437526,0.890625,0.788437486,0.289687514
608,,0.965937495,0.931562483,0.890312493,0.779375017,0.289687514
609,,0.958124995,0.936874986,0.885312498,0.771875024,0.287499994
610,,0.962812483,0.931249976,0.879999995,0.778750002,0.291562498
611,,0.968124986,0.935000002,0.881562471,0.769062519,0.291875005
612,,0.965624988,0.941874981,0.89281249,0.77906251,0.298124999
613,,0.96875,0.932187498,0.887499988,0.774687529,0.309062511
614,,0.965937495,0.937812507,0.884687483,0.77906251,0.281875014
615,,0.964999974,0.927187502,0.887187481,0.780937493,0.303124994
616,,0.967812479,0.939374983,0.89625001,0.774687529,0.297500014
617,,0.965312481,0.930312514,0.890625,0.763750017,0.305624992
618,,0.965312481,0.936249971,0.904687524,0.780312479,0.303437501
619,,0.965312481,0.934062481,0.88062501,0.779999971,0.302187502
620,,0.966875017,0.926249981,0.881562471,0.788124979,0.298124999
621,,0.955937505,0.934374988,0.890937507,0.782187521,0.296249986
622,,0.969375014,0.94312501,0.89281249,0.787187517,0.292812496
623,,0.966875017,0.933437526,0.891562521,0.77125001,0.30250001
624,,0.965937495,0.938750029,0.884374976,0.787500024,0.315312505
625,,0.962499976,0.932187498,0.886562526,0.769375026,0.289999992
626,,0.963437498,0.941250026,0.891250014,0.781875014,0.308437496
627,,0.967499971,0.931249976,0.887499988,0.781875014,0.294062495
628,,0.964999974,0.933125019,0.887812495,0.779999971,0.303124994
629,,0.96656251,0.936562479,0.891562521,0.784375012,0.311562508
630,,0.967499971,0.935625017,0.887812495,0.767187476,0.298750013
631,,0.967812479,0.939374983,0.886250019,0.778750002,0.308750004
632,,0.959999979,0.936249971,0.889687479,0.792187512,0.313749999
633,,0.968437493,0.933437526,0.892187476,0.778750002,0.296875
634,,0.969687521,0.927187502,0.884062529,0.788749993,0.30250001
635,,0.96656251,0.934374988,0.888125002,0.775937498,0.308124989
636,,0.968437493,0.945937514,0.885625005,0.7890625,0.319687486
637,,0.967187524,0.937187493,0.885312498,0.779375017,0.316875011
638,,0.966250002,0.933125019,0.875312507,0.777812481,0.314062506
639,,0.967187524,0.935937524,0.905937493,0.791875005,0.314062506
640,,0.965624988,0.925312519,0.897187471,0.794375002,0.317499995
641,,0.9609375,0.935937524,0.89281249,0.774999976,0.336250007
642,,0.965624988,0.93187499,0.897187471,0.785000026,0.32593751
643,,0.968124986,0.935000002,0.888125002,0.778750002,0.32249999
644,,0.964999974,0.929062486,0.894687474,0.797500014,0.323125005
645,,0.966250002,0.939999998,0.876250029,0.800000012,0.32249999
646,,0.966250002,0.933437526,0.891875029,0.794375002,0.333124995
647,,0.964999974,0.940625012,0.883437514,0.786562502,0.332500011
648,,0.964687526,0.934687495,0.890625,0.792500019,0.328750014
649,,0.965312481,0.937187493,0.884687483,0.777499974,0.33375001
650,,0.967187524,0.936249971,0.8984375,0.787500024,0.31468749
651,,0.971562505,0.941250026,0.894062519,0.782812476,0.323125005
652,,0.964062512,0.931562483,0.8984375,0.787812471,0.337500006
653,,0.966250002,0.935000002,0.88843751,0.798125029,0.316249996
654,,0.96875,0.943750024,0.891250014,0.786249995,0.325312495
655,,0.959375024,0.9375,0.886874974,0.794062495,0.336874992
656,,0.963437498,0.933749974,0.887187481,0.785312474,0.335312486
657,,0.969375014,0.937812507,0.894999981,0.797500014,0.342500001
658,,0.963750005,0.926562488,0.892499983,0.784375012,0.334062487
659,,0.966875017,0.934062481,0.891562521,0.786562502,0.333124995
660,,0.970312476,0.932812512,0.889374971,0.785624981,0.337187499
661,,0.967187524,0.938437521,0.887499988,0.783124983,0.338437498
662,,0.971875012,0.938437521,0.901562512,0.784687519,0.338750005
663,,0.969062507,0.934062481,0.890312493,0.811249971,0.326562494
664,,0.968437493,0.941250026,0.885312498,0.800000012,0.347812504
